"题目","朝代","作者","内容"
"望海潮 发高丽作","金","赵可","云垂馀发，霞拖广袂，人间自有飞琼。三馆俊游，百衔高选，翩翩老阮才名。银汉会双星。尚相看脉脉，似隔盈盈。醉玉添春，梦云同夜惜卿卿。离觞草草同倾。记灵犀旧曲，晓枕馀酲。海外九州，邮亭一别，此生未卜他生。江上数峰青。怅断云残雨，不见高城。二月辽阳芳草，千里路傍情。"
"蓦山溪 赋崇福荷花崇福在太原晋溪","金","赵可","云房西下，天共沧波远。走马记狂游，正芙蓉、平铺镜面。浮空栏槛，招我倒芳尊，看花醉，把花归，扶路清香满。水枫旧曲，应逐歌尘散。时节又新凉，料开遍、横湖清浅。冰姿好在，莫道总无情，残月下，晚风前，有恨何人见。"
"鹧鸪天 其一","金","赵可","金络閒穿御路杨。青旗遥认醉中乡。可人自有迎门笑，下马何妨索酒尝。春正好，日初长。一尊容我驻风光。归来想像行云处，薄雨霏霏洒面凉。"
"鹧鸪天 其二","金","赵可","十顷平波溢岸青。草香沙暖水云晴。轻衫短帽垂杨里，楚酒相看别有情。挥彩笔，倒银瓶。花枝照眼句还成。老来旋减金钗兴，回施春光与后生。"
"□□□ 席屋上戏书","金","赵可","赵可可，肚里文章可可。三场挨了两场过，只有这番解火。恰如合眼跳黄河，知他是过也不过。试官道、王业艰难，好交你知我。"
"分韵赋雪得雨字","金","赵沨","大雪初不知，开门巳无路。惊喜视历日，此瑞固有数。池冰冻欲合，林鸦噤仍聚。已成玉壶瑩，尚作宝花雨。造物固多才，中有无尽句。大儿拟圭璧，小儿比盐絮。后人例蹈袭，弥复入窘步。聚星号令严，亦自警未悟。谁有五色笔，绘此天地素。好语觅不来，更待偶然遇。"
"秦楼月","金","赵秉文","箫声苦。箫声吹断夷山雨。夷山雨。人空不见，吹台歌舞。危楼目极伤平楚。断霞落日怀千古。怀千古。一杯还酹，信陵坟土。"
"水调歌头 昔拟栩仙人王云鹤赠予诗云寄与閒閒傲浪仙枉随诗酒堕凡缘黄尘遮断来时路不到蓬山五百年其后玉龟山人云子前身赤城子也予因以诗寄之云玉龟山下古仙真许我天台一化身拟折玉莲骑白鹤他年沧海看扬尘吾友赵礼部庭说丹阳子谓予再世苏子美也赤城子则吾岂敢若子美则庶几焉尚愧辞翰微不及耳因作此以寄意焉","金","赵秉文","四明有狂客，呼我谪仙人。俗缘千劫不尽，回首落红尘。我欲骑鲸归去，只恐神仙官府，嫌我醉时嗔。笑拍群仙手，几度梦中身。倚长松，聊拂石，坐看云。忽然黑霓落手，醉舞紫毫春。寄语沧浪流水，曾识閒閒居士，好为濯冠巾。却返天台去，华发散麒麟。"
"青杏儿","金","赵秉文","风雨替花愁。风雨罢、花也应休。劝君莫惜花前醉，今年花谢，明年花谢，白了人头。乘兴两三瓯。拣溪山、好处追游。但教有酒身无事，有花也好，无花也好，选恁春秋。"
"缺月挂疏桐 拟东坡作","金","赵秉文","乌鹊不多惊，贴贴风枝静。珠贝横空冷不收，半湿秋河影。缺月堕幽窗，推枕惊深省。落叶萧萧听雨声，帘外霜华冷。"
"梅花引 其一 过天门关作","金","赵秉文","山如峡。天如席。石颠树老冰崖坼。雪霏霏。水洄洄。先生此道，胡为乎来哉。石头路滑马蹄蹶。昂头贪看山奇绝。短童随。皱双眉。休说清寒，形容想更饥。"
"仿张志和西塞二首 其一","金","赵秉文","一叶黄飞一叶舟，半竿落日半江秋。青草渡，白蘋洲，归路月明山上头。"
"仿张志和西塞二首 其二","金","赵秉文","白头波上白头人，黄叶渡西黄叶村。山几朵，酒盈尊，落日西风送到门。"
"满江红 上清宫蜡梅","金","赵秉文","杰观雄楼，相照映、此花幽独。谁解识、蕊珠仙子，道家装束。蜡蒂紫苞融烛泪，檀心浅晕团金粟。渐蜂儿、展翅上南枝，风掀绿。落落伴，湖心玉。萧萧映，坛边竹。记月痕、曾上小阑干曲。输与能诗潘道士，梦为蝴蝶花间宿。向夜深、霜重不胜寒，骑黄鹄。"
"满庭芳","金","赵秉文","天上殷韩，解羁官府，烂游舞榭歌楼。开花酿酒，来看帝王州。常见牡丹开候，独占断、谷雨风流。仙家好，霜天槁叶，秾艳破春柔。狂僧谁借手，一杯唤起，绿怨红愁。看天香国色，梅菊替人羞。尽揭纱笼护日，容光动、玉斝琼舟。都人士，年年十月，常记遇仙游。"
"南歌子","金","赵摅","涧草萋萋绿，林莺恰恰啼。汀沙过雨便无泥。换得芒鞋随意、到前溪。浦溆浑堪画，云烟总是题。江湖老伴一蓑衣。真个斜风细雨、不须归。"
"虞美人 同孟利器寻春","金","赵摅","春来日日风成阵。桃李飘零尽。树头树底觅残红。只有郭西梨雪、照晴空。酬春须得如川酒。酒债寻常有。葛巾欹侧倩人扶。大似浣花溪上、醉骑驴。"
"月上海棠 用前人韵","金","党怀英","傲霜枝袅团珠蕾。冷香霏烟雨、晚秋意。萧散绕东篱，尚彷佛、见山清气。西风外，梦到斜川栗里。断霞鱼尾明秋水。带三两飞鸿、点烟际。疏林飒秋声，似知人、倦游无味。家何处，落日西山紫翠。"
"青玉案 癸巳暮冬小雪家集作","金","党怀英","红莎绿箬春风饼。趁梅驿、来云岭。紫桂岩空琼窦冷。佳人却恨，等閒分破，缥缈双鸾影。一瓯月露心魂醒。更送清歌助清兴。痛饮休辞今夕永。与君洗尽，满襟烦暑，别作高寒境。"
"感皇恩","金","党怀英","一叶下梧桐，新凉风露。喜鹊桥成渺云步。旧家机杼，巧织紫绡如雾。新愁还织就，无重数。天上何年，人间朝莫。回首星津又空渡。盈盈别泪，散作半空疏雨。离魂都付与，秋将去。"
"感皇恩 赋叠罗花","金","党怀英","碧玉撚条，蓝袍裁叶。明艳黄深软金叠。道装仙子，谪堕蕊珠仙阙。为春閒管领，花时节。汉额妆浓，楚腰舞怯。襞积裙馀旧宫褶。东君着意，留伴小庭风月。任教鶗鴂唤，群芳歇。"
"鹧鸪天","金","党怀英","云步凌波小凤钩。年年星汉踏清秋。只缘巧极稀相见，底用人间乞巧楼。天外事，两悠悠。不应也作可怜愁。开帘放入窥窗月，且尽新凉睡美休。"
"不眠","金","高士谈","不眠披短褐，曳杖出门行。月近中秋白，风从半夜清。乱离惊昨梦，漂泊念平生。泪眼依南斗，难忘去国情。"
"风雨宿江上","金","高士谈","风雨萧萧作暮寒，半晴烟霭有无间。残红一抹沈天日，湿翠千重隔岸山。短发不羞黄叶乱，寸心常羡白鸥閒。涛声午夜喧孤枕，梦入潇湘落木湾。"
"村行","金","高士谈","墟落依林莽，茅庐出短墙。儿童避车马，父老馈壶浆。半湿田新雨，犹青枣未霜。逢人问丰歉，一一叹声长。"
"庚戌元日","金","高士谈","旧日屠苏饮最先，而今追想尚依然。故人对酒且千里，春色惊人又一年。习俗天涯同爆竹，风光塞外只寒烟。残年无复功名望，志在苏君二顷田。"
"玉楼春 为伯永作","金","高士谈","少年人物江山秀。流落天涯今白首。形容憔悴不如初，文彩风流仍似旧。百花元是仙家酒。千岁灵根能益寿。都将万事付天公，且伴老人开笑口。"
"好事近 次蔡丞相韵首倡","金","高士谈","谁打玉川门，白绢斜封团月。晴日小窗活火，响一壶春雪。可怜桑苧一生颠，文字更清绝。直拟驾风归去，把三山登彻。"
"减字木兰花","金","高士谈","西湖睡起。飞絮游丝春老矣。涨绿涵空。十顷玻瓈四面风。平时事少。天与湖山供坐啸。他日西州。却怕羊昙感旧游。"
"朝中措","金","高士谈","琅琊山色最清雄。心赏待衰翁。路转峰回如画，新亭半湿青红。风流宾从，清閒岁月，且共从容。莫笑尊前老大，犹堪管领春风。"
"梅花引 其一","金","高宪","蒿火目。藜羹腹。书生宁有封侯骨。长须奴。下泽车。艰关险阻，谁教涉畏途。半生落莫长安道。一事无成双鬓老。南辕吴。北辕胡。功名富贵，情知不可图。"
"凤栖梧","金","景覃","倦客情悰纷似缕。小院无人，卧听秋虫语。归意已搀新雁去。晚凉更作潇潇两。架上秋衣蝇点素。冷菊戎装，尚被春花妒。别有溪山容杖屦。等閒不许人知处。"
"天香 其二","金","景覃","百岁中分，流年过半，尘劳系人无尽。桑柘周围，菅茅低架，且喜水亲山近。倦飞高鸟，算也有、閒枝栖稳。纸帐紬衾，日高睡起，懒梳蓬鬓。閒阶土花碧润。缓芒鞋、恐伤蜗蚓。侧掩衡门，空解草玄谁信。俗驾轻云易散，赖独有、莲峰破孤闷。世事悠悠，从教莫问。"
"天香 其一","金","景覃","市远人稀，林深犬吠，山连水村幽寂。田里安閒，东邻西舍，准拟醉时欢适。社祈雩祷。有箫鼓、喧天吹击。宿雨新晴垄头，閒看露桑风麦。无端晴亭莫驿。恨连年、此时行役。何似临流萧散，缓衣轻帻。炊黍烹鸡自劳，有脆绿、甘红荐芳液。梦里春泉，糟床夜滴。"
"一剪梅","金","蔡松年","白璧雄文冠玉京。桂月名香，能继家声。年年社燕与秋鸿，明日燕南又远行。老子初无游宦情。三径苍烟归未成。幅巾扶我醉谈玄，竹瘦溪寒，深寄馀龄。"
"眼儿媚 丙辰晚春即事","金","蔡松年","梨雪东城又回春。风物属闲身。不堪禁酒，百重堆按，满马京尘。眼青独拄西山笏，本是个中人。一犁春雨，一篙春水，自乐天真。"
"千秋岁","金","蔡松年","碧轩清胜，俗物无由到。沧江半壁山传照。几窗黄菊媚，天北重阳早。金靥小。秋光秀色明霜晓。手捻清香笑。今古闲身少。放醉眼，看云表。渊明千载意，松偃斜川道。谁会得，一樽唤取溪山老。"
"小重山","金","蔡松年","东晋风流雪样寒。市朝冰炭里，起波澜。得君如对好江山。幽栖约，湖海玉孱颜。梅月半斓斑。云根孤鹤唳，浅云滩。摩挲明秀酒中闲。浮香底，相对把渔竿。"
"乌夜啼 留别赵粹文","金","蔡松年","一段江山秀气，风流故国王孙。三年不惯冰天雪，白璧借春温。宦路常难聚首，别期先已销魂。与君两鬓犹青在，梅竹老夷门。"
"月华清","金","蔡松年","楼倚明河，山蟠乔木，故国秋光如水。常记别时，月冷半山环佩。到而今、桂影寻人，端好在、竹西歌吹。如醉。望白蘋风里，关山无际。可惜琼瑶千里。有少年玉人，吟啸天外。脂粉清辉，冷射藕花冰蕊。念老去、镜里流年，空解道、人生适意。谁会。更微云疏雨，空庭鹤唳。"
"水龙吟","金","蔡松年","一山星月，长生殿里，端正人微笑。风枝玉骨，冰丸红雾，长安初到。小部清新，上尊甘冷，风流天宝。自蓬山仙去，人间月晓，遗芳满、汉宫草。闻道云窗玉指，化奇苞、天容纤妙。香通鼻观，春浮手藉，教人梦好。青琐窥韩，紫囊赌谢，属狂年少。但闲窗酒病，东风晓枕，个中时要。"
"水龙吟","金","蔡松年","九秋白玉盘高，夜来冷射银河水。好风清露，碧梧高竹，骎骎凉气。女手香纤，一山黄菊，半青橙子。趁鹅儿新酒，篘云漉雪，一年好、君须记。我走天东万里。笑归来、山川良是。沙鸥远浦，野麋丰草，唯便适意。但愿当歌，月光常共，金樽摇曳。听穿云声里，惊人秀句，卷澄江醉。"
"水龙吟","金","蔡松年","太行之麓清辉，地和气秀名天下。共山沐涧，济源盘谷，端如倒蔗。风物宜人，绿橙霜晓，紫兰清夏。望青帘尽是，长腰玉粒，君莫问、香醪价。我已山前问舍。种溪梅、千株缟夜。风琴月笛，松窗竹径，须君命驾。住世还丹，坐禅方丈，草堂莲社。拣云泉，巧与余心会处，托龙眠画。"
"水龙吟","金","蔡松年","水村秋入江场，梦惊万壑松风冷。中秋几日，银盘今夜，八分端正。身似惊乌，半生飘荡，一枝难稳。夜漫漫只有，澄江霁月，应知我、倦游兴。好在萧闲桂影。射五湖、高峰玉润。木犀宜月，生香浮动，玻璃吸尽。准拟馀年，个中心赏，追随名胜。看年年玉笛，新传秀句，约嫦娥听。"
"水龙吟","金","蔡松年","乱山空翠寻人，短松路转风亭小。论文把酒，灯残月淡，春风最早。星斗撑肠，雾云翻纸，词源倾倒。自骑鲸人去，流年四百，知此乐、人间少。别梦春江涨雪，记雨花、一声云杪。新诗寄我，垂天才气，凌波词调。传酒传歌，后来双秀，也应俱好。待明年，却向黄公垆下，觅萧闲老。"
"水龙吟","金","蔡松年","软红尘里西山，乱云晓马清相向。新年有喜，洗兵和气，春风千丈。青鬓何人，凤池墨客，虎头飞将。听前驱一夜，鸣珂碎月，催笳鼓、作清壮。红袖横斜醉眼，酒肠倾、九江银浪。小桃仙馆，霜筠萧寺，风光荡漾。我欲寻春，郡中谁有，国香宫样。待酒酣、妙续珠帘句法，作穿云唱。"
"水龙吟 自镇阳还兵府，赠离筵乞言者 滹南遗","金","蔡松年","待人间觅个，无情心绪，着多情换。"
"水调歌头","金","蔡松年","西山六街碧，尝忆酒旗秋。神交一笑千载，冰玉洗双眸。自尔一觞一咏，领略人间奇胜，无此会心流。小驿高槐晚，绿酒照离忧。木犀开，玉溪冷，与谁游。酒前豪气千丈，不减昔时不。谁识昂藏野鹤，肯受华轩羁缚，清唳白蘋洲。会趁梅横月，同典锦宫裘。"
"水调歌头","金","蔡松年","年时海山国，今日酒如川。思君领略风味，笙鹤渺三山。还喜绿阴清昼，薝卜香中为寿，彩翠羽衣斑。醉语嚼冰雪，樽酒玉浆寒。世间乐，断无似，酒中闲。冷泉高竹幽栖，佳处约淇园。君有仙风道骨，会见神游八极，不假九还丹。玉佩碎空阔，碧雾翳苍鸾。"
"水调歌头","金","蔡松年","玻璃北潭面，十丈藕花秋。西楼爽气千仞，山障夕阳愁。谁谓弓刀塞北，忽有冷泉高竹，坐我泽南州。准备黄尘眼，管领白蘋洲。老生涯，向何处，觅菟裘。倦游岁晚一笑，端为野梅留。但得白衣青眼，不要问囚推按，此外百无忧。醉墨蔷薇露，洒遍酒家楼。"
"水调歌头","金","蔡松年","星河淡城阙，疏柳转清流。黄云南卷千骑，晓猎冷貂裘。我欲幽寻节物，只有西风黄菊，香似故园秋。俯仰十年事，华屋几山邱。倦游客，一樽酒，便忘忧。拟穷醉眼何处，还有一层楼。不用悲凉今昔，好在西山寒碧，金屑酒光浮。老境玩清世，甘作醉乡侯。"
